section_title,count
"9.2. ПРИ НАСТУПЛЕНИИ И ПРЕКРАЩЕНИИ УКАЗАННЫХ В ПУНКТЕ 9.1.ОБСТОЯТЕЛЬСТВ, СТОРОНА, ДЛЯ КОТОРОЙ СОЗДАЛАСЬ НЕВОЗМОЖНОСТЬ ИСПОЛНЕНИЯ ЕЕ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ КОНТРАКТУ, ДОЛЖНА В ТЕЧЕНИЕ ТРЕХ КАЛЕНДАРНЫХ ДНЕЙ ИЗВЕСТИТЬ ДРУГУЮ СТОРОНУ, И В ТЕЧЕНИЕ 30 (ТРИДЦАТИ) КАЛЕНДАРНЫХ ДНЕЙ ПРЕДОСТАВИТЬ СООТВЕТСТВУЮЩИЕ ДОКАЗАТЕЛЬСТВА НАСТУПИВШИХ ОБСТОЯТЕЛЬСТВ, ВЫДАННЫЕ УПОЛНОМОЧЕННЫМ ГОСУДАРСТВЕННЫМ ОРГАНОМ.",1
"10. РАЗРЕШЕНИЕ СПОРОВ, ОТВЕТСТВЕННОСТЬ СТОРОН",1
"10.3. ЗА НЕВЫПОЛНЕНИЕ ИЛИ НЕНАДЛЕЖАЩЕЕ ВЫПОЛНЕНИЕ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ КОНТРАКТУ ПОСТАВЩИК И ЗАКАЗЧИК НЕСУТ ИМУЩЕСТВЕННУЮ ОТВЕТСТВЕННОСТЬ В СООТВЕТСТВИИ С ДЕЙСТВУЮЩИМ ЗАКОНОДАТЕЛЬСТВОМ РЕСПУБЛИКИ УЗБЕКИСТАН.",1
"12. КОНФИДЕНЦИАЛЬНОСТЬ",1
"13.6. К НАСТОЯЩЕМУ КОНТРАКТУ ПРИЛАГАЮТСЯ И ЯВЛЯЮТСЯ НЕОТЪЕМЛЕМОЙ ЧАСТЬЮ КОНТРАКТА СЛЕДУЮЩИЕ ПРИЛОЖЕНИЯ:",1
"ПРИЛОЖЕНИЕ № 1 К КОНТРАКТУ №___ОТ __.__.____ / ADDENDUM № 1 TO THE CONTRACT №____ DATED __.__.____",1
"ПРИЛОЖЕНИЕ № 2 К КОНТРАКТУ № …… ОТ …….",1
"1. ЗАМЕЧАНИЯ ПО КОЛИЧЕСТВУ (В Т.Ч. БОЙ):",1
"2. ЗАМЕЧАНИЯ ПО КАЧЕСТВУ:",1
"3. ЗАМЕЧАНИЯ ПО АССОРТИМЕНТУ:",1
"4. ЗАМЕЧАНИЯ ПО КОМПЛЕКТНОСТИ:",1
"ADDENDUM № 2 TO THE CONTRACT № …… DATED …….",1
"1. QUANTITY (INCLUDING BROKEN ITEMS):",1
"2. QUALITY:",1
"3. SELECTION:",1
"4. COMPLETENESS:",1
"APPENDICES:",1
"PREAMBLE / PRINCIPAL PROVISIONS",1
"TERMS AND PROCEDURES OF PAYMENT",1
"1.1. THE SELLER UNDERTAKES TO DELIVER ON THE TERMS STIPULATED IN THE PREAMBLE, AND THE BUYER UNDERTAKES TO ACCEPT AND PAY FOR PORCELAIN PRODUCTS, PROMOTIONAL PRODUCTS, BRANDED CORRUGATED CARDBOARD PACKAGING AND (OR) OTHER GOODS (HEREINAFTER ""GOODS"") IN QUANTITY, RANGE AND AT PRICES IN ACCORDANCE WITH THE SPECIFICATIONS FOR EACH INDIVIDUAL DELIVERY.",1
"2.5. THE BUYER IS NOT ENTITLED TO REFUSE TO ACCEPT THE GOODS MANUFACTURED IN ACCORDANCE WITH THE TERMS OF THE CONTRACT AND ANNEXES THERETO. IN CASE OF THE BUYER'S UNREASONABLE REFUSAL TO ACCEPT THE GOODS, THE AMOUNT OF THE ADVANCE PAYMENT MADE BY THE BUYER (CLAUSE 3.1.) IS NOT REFUNDABLE.",1
"3.2. THE PARTIES SHALL ESTABLISH PAYMENT PROCEDURES IN THE PREAMBLE TO THIS CONTRACT. THE BUYER SHALL MAKE CALCULATIONS FOR THE DELIVERED GOODS IN THE CURRENCY SPECIFIED IN THE PREAMBLE VIA BANK TRANSFER TO THE SELLER'S ACCOUNT.",1
"3.3. THE DATE OF PAYMENT SHALL BE THE DATE OF CREDITING OF THE FUNDS TO THE SELLER'S TRANSIT ACCOUNT.",1
"3.5. BY MUTUAL AGREEMENT OF THE PARTIES, PAYMENT MAY BE MADE IN ANY OTHER WAY, OR IN A DIFFERENT ORDER IN ACCORDANCE WITH THE TERMS STIPULATED IN THE ADDITIONAL AGREEMENTS THAT CONSTITUTE AN INTEGRAL PART HEREOF.",1
"4.3. THE SHIPMENT OF THE GOODS SHALL BE EFFECTED WITHIN THE PERIOD PROVIDED FOR THE MANUFACTURE AND TRANSFER OF THE GOODS IN ACCORDANCE WITH THE PREAMBLE.",1
"4.4. THE BUYER UNDERTAKES TO PROVIDE THE SELLER WITH A WRITTEN NOTIFICATION SENT BY E-MAIL OR FACSIMILE, CERTIFIED BY SIGNATURE AND SEAL OF THE BUYER, WITH THE DATA OF THE CARRIER (DETAILS OF THE SHIPPING COMPANY, TYPE AND REGISTRATION NUMBER OF THE VEHICLE, FULL NAME AND PASSPORT DETAILS OF THE DRIVER) WELL IN ADVANCE OF THE PLANNED DATE OF SHIPMENT.",1
"4.5. THE SELLER IS ENTITLED TO REFUSE TO FULFILL ITS OBLIGATIONS FOR SHIPPING, IF THE BUYER HAS VIOLATED THE TERMS OF PAYMENT FOR THE GOODS.",1
"5.2. THE BUYER IS NOT ENTITLED TO RETURN THE GOODS OR TO REFUSE TO MAKE THE PAYMENT ON ANY GROUNDS.",1
"7.1. THE BUYER IS ENTITLED TO PRESENT CLAIMS (COMPLAINTS) TO THE SELLER CONCERNING BREAKAGE, QUANTITY, QUALITY OR RANGE OF THE GOODS WITHIN 20 CALENDAR DAYS FROM THE ACTUAL DATE OF RECEIPT OF THE GOODS. THE BUYER SHALL DOCUMENT THE DATE OF RECEIPT OF THE GOODS. THE PROVISION BY THE BUYER OF THE DOCUMENTS CONFIRMING THE DATE OF RECEIPT OF THE GOODS IS THE CONDITION FOR THE SELLER TO CONSIDER THE CLAIM.",1
"7.4. IN THE EVENT OF A QUALITY OR BREAKAGE CLAIM, THE BUYER SHALL DELIVER TO THE SELLER THE RELEVANT GOODS OR BREAKAGE AT ITS OWN EXPENSE, OR WITH THE SELLER'S CONSENT TO DESTROY THE DEFECTIVE GOODS BY SUBMITTING A CONFIRMATION (PICTURES OF THE DESTROYED GOODS), UNLESS OTHERWISE AGREED BY THE PARTIES.",1
"7.5. ALL DISCREPANCIES IN QUALITY (AS WELL AS A BREAKAGE) OF THE GOODS SHALL BE CONFIRMED BY A PHOTO AND/OR VIDEO SHOOTING, WHICH THE SELLER SHALL PROVIDE NOT LATER THAN THE DAY OF THE COMPLAINT.",1
"7.9. DISAGREEMENTS ON THE QUALITY, QUANTITY, RANGE AND STATE OF THE GOODS SHOULD NOT BE USED AS A REASON FOR DELAY IN PAYMENT BY THE BUYER TO THE SELLER OR REFUSAL OF FULL PAYMENT FOR THE DELIVERED GOODS.",1
"8.2. СТОРОНА, КОТОРАЯ ПОДВЕРГЛАСЬ ОБСТОЯТЕЛЬСТВАМ, УКАЗАННЫМ В П. 8.1. ОБЯЗАНА НЕМЕДЛЕННО УВЕДОМИТЬ ДРУГУЮ СТОРОНУ В ПИСЬМЕННОМ ВИДЕ О НАСТУПЛЕНИИ И ОКОНЧАНИИ ТАКИХ ОБСТОЯТЕЛЬСТВ.",1
"8.3. SHOULD THE FORCE MAJEURE LAST LONGER THAN SIX WEEKS, EITHER PARTY SHALL HAVE THE RIGHT TO CANCEL THE CONTRACT, NOTIFYING THE OTHER PARTY ABOUT IT NOT LESS THAN 10 DAYS BEFORE THE DATE OF THE CONTRACT REPUDIATION.",1
"11. LIABILITY OF THE PARTIES",1
"12. ARBITRATION",1
"13.1. THE PARTIES SHALL INFORM EACH OTHER ABOUT ANY CHANGES IN THEIR REGISTERED ADDRESS, AS WELL AS THEIR CONTACT AND PAYMENT DETAILS. THE PARTY THAT HAS NOT TIMELY INFORMED THE OTHER PARTY OF CHANGES IN THE RELEVANT DETAILS SHALL BEAR ALL RISKS OF SUCH NON-NOTIFICATION.",1
"ПРИЛОЖЕНИЕ № 3 К КОНТРАКТУ № …… ОТ ……. / ADDENDUM № 3 TO THE CONTRACT № …… DATED …….",1
"3. ФАРФОРОВУЮ ПОСУДУ, НЕ ИМЕЮЩУЮ ПОЗОЛОТЫ, СЕРЕБРЯНОГО И ПЛАТИНОВОГО ПОКРЫТИЯ МОЖНО МЫТЬ В ПОСУДОМОЕЧНОЙ МАШИНЕ С УЧЕТОМ СЛЕДУЮЩИХ РЕКОМЕНДАЦИЙ:",1
"7. ПРЕДМЕТЫ СЕРВИЗОВ ИЗ ЛЕГКОГО ТОНКОГО (КОСТЯНОГО) ФАРФОРА НЕ РЕКОМЕНДУЕТСЯ МЫТЬ В ПОСУДОМОЕЧНОЙ МАШИНЕ И ПОМЕЩАТЬ В МИКРОВОЛНОВУЮ ПЕЧЬ.",1
"1. STRENGTH AND RESISTANCE ASSESSMENT OF PORCELAIN PRODUCTS, DECORATED WITH CERAMIC COLORS, TO DISHWASHERS AND MICROWAVE OVENS INFLUENCE SHOULD ACCEPTED AS APPROXIMATE, BECAUSE TEST RESULTS STRONGLY DEPEND ON A KIND OF DISHWASHER, ITS WASHING PROGRAM, ABSTERGENTS USED, WATER QUALITY AND COLOR BURN TERMS.",1
"3. IT’S POSSIBLE TO USE DISHWASHERS FOR PORCELAIN TABLEWARE WITHOUT GILDING, SILVER AND PLATINUM COVER IF THE BELOW RECOMMENDATIONS ARE FOLLOWED:",1
"9. РЕКЛАМАЦИИ И АРБИТРАЖ",1
"2. КАЧЕСТВО ТОВАРА",1
"ПРЕДМЕТ ДОГОВОРА",1
"3. ПОРЯДОК ПРИЕМКИ / 3.1. ПРИЕМКА ОБОРУДОВАНИЯ ПО КОЛИЧЕСТВУ, АССОРТИМЕНТУ, КАЧЕСТВУ, КОМПЛЕКТНОСТИ И ТАРЕ (УПАКОВКЕ) ПРОИЗВОДИТСЯ ПРИ ЕГО ВРУЧЕНИИ ПОКУПАТЕЛЮ В СООТВЕТСТВИИ С ПРИЛОЖЕНИЕМ 1 И ТОВАРНОЙ НАКЛАДНОЙ.",1
"4. КАЧЕСТВО И КОМПЛЕКТНОСТЬ",1
"6. ОТВЕТСТВЕННОСТЬ СТОРОН",1
"7.2. В СЛУЧАЕ НАСТУПЛЕНИЯ ЭТИХ ОБСТОЯТЕЛЬСТВ, СТОРОНА ОБЯЗАНА В ТЕЧЕНИЕ 10 ДНЕЙ УВЕДОМИТЬ ОБ ЭТОМ ДРУГУЮ СТОРОНУ.",1
"11. ЮРИДИЧЕСКИЕ АДРЕСА РЕКВИЗИТЫ И ПОДПИСИ СТОРОН / ПРИЛОЖЕНИЕ № 1",1
"1. ПРЕДМЕТ ДОГОВОРА.",1
"2.1. ПОСТАВЩИК ОБЯЗАН:",1
"2.2. ПОКУПАТЕЛЬ ОБЯЗАН:",1
"3.1. ПОСТАВКА ТОВАРА ПРОИЗВОДИТСЯ В СРОК ДО _________________ 2015 Г.",1
"3. КАЧЕСТВО ТОВАРА. ГАРАНТИЯ.",1
"4.2. ПОСТАВЩИК ГАРАНТИРУЕТ КАЧЕСТВО ПОСТАВЛЯЕМОГО ТОВАРА.",1
"5.5. ЕСЛИ ТОВАР В СООТВЕТСТВИИ С ЗАКОНОДАТЕЛЬСТВОМ ПОДЛЕЖИТ ОБЯЗАТЕЛЬНОЙ СЕРТИФИКАЦИИ, ГИГИЕНИЧЕСКОЙ РЕГИСТРАЦИИ ПОСТАВЩИК ПОДТВЕРЖДАЕТ КАЧЕСТВО ТОВАРА СЕРТИФИКАТОМ СООТВЕТСТВИЯ, УДОСТОВЕРЕНИЯМИ, ВЫДАННЫМИ УПОЛНОМОЧЕННЫМИ ОРГАНАМИ.",1
"6.4. ОПЛАТА ПОСТАВЛЕННОГО ТОВАРА ПРОИЗВОДИТСЯ ЗА СЧЕТ ДЕНЕЖНЫХ СРЕДСТВ, ВЫДЕЛЕННЫХ ИЗ РЕСПУБЛИКАНСКОГО БЮДЖЕТА.",1
"7.1. СТОРОНЫ ОСВОБОЖДАЮТСЯ ОТ ОТВЕТСТВЕННОСТИ ЗА ЧАСТИЧНОЕ ИЛИ ПОЛНОЕ НЕИСПОЛНЕНИЕ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ ДОГОВОРУ, ЕСЛИ НЕИСПОЛНЕНИЕ ЯВИЛОСЬ СЛЕДСТВИЕМ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ, ВОЗНИКШИХ ПОСЛЕ ЗАКЛЮЧЕНИЯ ДОГОВОРА В РЕЗУЛЬТАТЕ СОБЫТИЙ ЧРЕЗВЫЧАЙНОГО ХАРАКТЕРА, КОТОРЫЕ СТОРОНА НЕ МОГЛА НИ ПРЕДВИДЕТЬ, НИ ПРЕДОТВРАТИТЬ РАЗУМНЫМИ МЕРАМИ.",1
"7.2. СТОРОНА, ССЫЛАЮЩАЯСЯ НА ТАКИЕ ОБСТОЯТЕЛЬСТВА, ОБЯЗАНА В ТЕЧЕНИЕ",1
"8. ИМУЩЕСТВЕННАЯ ОТВЕТСТВЕННОСТЬ.",1
"8.6. ПОКУПАТЕЛЬ НЕ НЕСЕТ ОТВЕТСТВЕННОСТЬ ЗА НЕСВОЕВРЕМЕННОЕ ПЕРЕЧИСЛЕНИЕ БЮДЖЕТНЫХ СРЕДСТВ СО СЧЕТОВ ОРГАНА КАЗНАЧЕЙСТВА, А ТАКЖЕ УМЕНЬШЕНИЕ В УСТАНОВЛЕННОМ ПОРЯДКЕ ПЛАНА БЮДЖЕТНОГО ФИНАНСИРОВАНИЯ.",1
"ПРИЛОЖЕНИЕ № 1 – СПЕЦИФИКАЦИЯ № 1 / ПРИЛОЖЕНИЕ № 2 – ТЕХНИЧЕСКОЕ ЗАДАНИЕ ЗА № _________________________.",1
"2.3. ПРИ ПОЛУЧЕНИИ ТОВАРА ПОКУПАТЕЛЬ (ПОЛУЧАТЕЛЬ) ДОЛЖЕН ОСМОТРЕТЬ ТОВАР, ПРОВЕРИТЬ ЕГО НАИМЕНОВАНИЕ, АССОРТИМЕНТ, КОЛИЧЕСТВО. О ПРИЕМЕ ТОВАРА ПОКУПАТЕЛЕМ В НОРМАЛЬНОМ СОСТОЯНИИ НА МОМЕНТ ЕГО ПОЛУЧЕНИЯ БУДЕТ СВИДЕТЕЛЬСТВОВАТЬ ПОДПИСАННАЯ ОБЕИМИ СТОРОНАМИ СЧЕТ-ФАКТУРА И АКТ ПРИЁМА-ПЕРЕДАЧИ ТОВАРА.",1
"АССОРТИМЕНТ, КОЛИЧЕСТВО, КАЧЕСТВО И ГАРАНТИЯ НА ТОВАР / 3.1. НАИМЕНОВАНИЕ, АССОРТИМЕНТ, КОЛИЧЕСТВО, КАЧЕСТВО И ЦЕНА ТОВАРА, А ТАКЖЕ СРОКИ ПОСТАВКИ УКАЗАНЫ В ПРИЛОЖЕНИИ № 1, № 2 К НАСТОЯЩЕМУ ДОГОВОРУ.",1
"3.6. ГАРАНТИЯ ПОСТАВЩИКА НЕ ДЕЙСТВУЕТ, И ПОСТАВЩИК НЕ ОТВЕЧАЕТ ЗА НЕДОСТАТКИ ТОВАРА, ЕСЛИ ТАКИЕ НЕДОСТАТКИ ВОЗНИКЛИ В РЕЗУЛЬТАТЕ:",1
"3.7. ПРИ ОТГРУЗКЕ ОБОРУДОВАНИЯ ПОСТАВЩИК ПЕРЕДАЕТ ПОКУПАТЕЛЮ ВМЕСТЕ С ТОВАРОМ СЛЕДУЮЩИЕ ДОКУМЕНТЫ:",1
"4. РАСЧЁТЫ ЗА ПОСТАВЛЯЕМЫЙ ТОВАР / 4.1. НА ОСНОВАНИИ ПОДПИСАННОГО ДОГОВОРА ПОКУПАТЕЛЬ ОБЯЗУЕТСЯ ПРОИЗВЕСТИ ОПЛАТУ ЗА ТОВАР НА СЧЕТ ПОСТАВЩИКА СЛЕДУЮЩИМ ОБРАЗОМ:",1
"5. ОТВЕТСТВЕННОСТЬ СТОРОН",1
"5.4. В СЛУЧАЕ ОБНАРУЖЕНИЯ ПОКУПАТЕЛЕМ НАРУШЕНИЯ УСЛОВИЙ НАСТОЯЩЕГО ДОГОВОРА ПО КОЛИЧЕСТВУ, АССОРТИМЕНТУ ТОВАРА ПОКУПАТЕЛЬ ИМЕЕТ ПРАВО ВЫСТАВИТЬ ПИСЬМЕННУЮ ПРЕТЕНЗИЮ В ТЕЧЕНИЕ 5 ДНЕЙ С ДАТЫ ПРИЁМКИ ТОВАРА.",1
"6. ПРОЧИЕ УСЛОВИЯ / 6.1. ВСЕ СПОРЫ И РАЗНОГЛАСИЯ ПО НАСТОЯЩЕМУ ДОГОВОРУ РЕГУЛИРУЮТСЯ ПУТЕМ СОГЛАШЕНИЯ СТОРОН, А В СЛУЧАЕ НЕВОЗМОЖНОСТИ ЭТОГО – В СООТВЕТСТВИИ С ДЕЙСТВУЮЩИМ ЗАКОНОДАТЕЛЬСТВОМ РЕСПУБЛИКИ УЗБЕКИСТАН. ВОЗМОЖНОСТЬ ПРИВЛЕЧЕНИЯ К ОТВЕТСТВЕННОСТИ ОГРАНИЧИВАЕТСЯ ОБСТОЯТЕЛЬСТВАМИ НЕПРЕОДОЛИМОЙ СИЛЫ, ТРАКТУЕМЫМИ В СООТВЕТСТВИИ С ЗАКОНОДАТЕЛЬСТВОМ РЕСПУБЛИКИ УЗБЕКИСТАН.",1
"6.7. В СЛУЧАЕ НЕВОЗМОЖНОСТИ ВЫПОЛНЕНИЯ НАСТОЯЩЕГО ДОГОВОРА ЛИБО ЕГО РАСТОРЖЕНИЯ ПО ПРИЧИНАМ ФОРС-МАЖОРНЫХ ОБСТОЯТЕЛЬСТВ, ПОСТАВЩИК ОБЯЗАН НЕЗАМЕДЛИТЕЛЬНО ВОЗВРАТИТЬ ПОКУПАТЕЛЮ ВСЕ ПРОИЗВЕДЕННЫЕ ИМ ПЛАТЕЖИ.",1
"8.2. В СЛУЧАЕ ВОЗНИКНОВЕНИЯ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ, ПРЕПЯТСТВУЮЩИХ ВЫПОЛНЕНИЮ СТОРОНАМИ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ ДОГОВОРУ, СТОРОНЫ ОБЯЗУЮТСЯ ВЫПОЛНИТЬ ВСЕ ОБЯЗАТЕЛЬСТВА ПО НАСТОЯЩЕМУ ДОГОВОРУ НЕЗАМЕДЛИТЕЛЬНО ПО ПРЕКРАЩЕНИИ ДЕЙСТВИЯ ТАКИХ ОБСТОЯТЕЛЬСТВ.",1
"9.2. СТОРОНЫ ГАРАНТИРУЮТ ДРУГ ДРУГУ, ЧТО ЛИЦА, ПОДПИСАВШИЕ ДОГОВОР, ИМЕЮТ НА ТО ПРАВА И ПОЛНОМОЧИЯ, И КАКИЕ-ЛИБО ССЫЛКИ НА ОТСУТСТВИЕ ПРАВ И ПОЛНОМОЧИЙ, ПОЛНОЕ ИЛИ ЧАСТИЧНОЕ, СО СТОРОНЫ ЛЮБОЙ ИЗ СТОРОН, ВОЗНИКАЮЩИЕ ПОСЛЕ ПОДПИСАНИЯ ДОГОВОРА И В ХОДЕ ЕГО ИСПОЛНЕНИЯ СТОРОНАМИ, НЕ МОГУТ СЛУЖИТЬ ОСНОВАНИЕМ ДЛЯ НЕИСПОЛНЕНИЯ ДОГОВОРА ПОЛНОСТЬЮ ИЛИ В КАКОЙ-ЛИБО ЧАСТИ. В ЦЕЛЯХ ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ ДОГОВОРУ ФИЗИЧЕСКИЕ ЛИЦА, ПОДПИСАВШИЕ ДАННЫЙ ДОГОВОР, НЕСУТ ПОЛНУЮ ЛИЧНУЮ ОТВЕТСТВЕННОСТЬ ЗА ИСПОЛНЕНИЕ УСЛОВИЙ НАСТОЯЩЕГО ДОГОВОРА В СООТВЕТСТВИИ С ДЕЙСТВУЮЩИМ ЗАКОНОДАТЕЛЬСТВОМ.",1
"9.6. В СЛУЧАЕ ЕСЛИ ПРЕДЛАГАЕМЫЙ ТОВАР РАНЕЕ НЕ ИСПОЛЬЗОВАЛСЯ ООО «ШУРТАНСКИМ ГХК», ПОСТАВЩИК ДОЛЖЕН СОГЛАСОВАТЬ ВОЗМОЖНОСТЬ ЕГО ИСПОЛЬЗОВАНИЯ В ООО «ШУРТАНСКОМ ГХК». ПРИ ЭТОМ НЕОБХОДИМО ПРОИЗВЕСТИ ПРОБНУЮ ПОСТАВКУ ТОВАРА В ОБЪЕМЕ НЕОБХОДИМОГО ДЛЯ ТЕСТОВОГО ПРОИЗВОДСТВА И ОПЫТНО-ПРОМЫШЛЕННЫХ ИСПЫТАНИЙ НА СООТВЕТСТВУЮЩИХ ТЕХНОЛОГИЧЕСКИХ УСТАНОВКАХ ООО «ШУРТАНСКОГО ГХК». ТЕСТОВОЕ ПРОИЗВОДСТВО БУДЕТ ПРОВОДИТЬСЯ В ТЕЧЕНИИ НЕ МЕНЕЕ ОДНОГО МЕСЯЦА. В СЛУЧАЕ ОТРИЦАТЕЛЬНОГО РЕЗУЛЬТАТА АПРОБАЦИИ (ПОЛУЧЕНИЕ ПРОДУКЦИИ НЕ НАДЛЕЖАЩЕГО КАЧЕСТВА СООТВЕТСТВУЮЩЕГО ТРЕБОВАНИЯМ) ОПЛАТА ЗА ПРОБНУЮ ПАРТИЮ НЕ БУДЕТ ОСУЩЕСТВЛЯТЬСЯ.",1
"1.1. THE SELLER SHALL DELIVER AND THE BUYER SHALL BUY THE GOODS, IN QUANTITY AND QUALITY IN ACCORDANCE WITH APPENDIX NO. 1 TO THE PRESENT CONTRACT BEING AN INTEGRAL PART OF IT.",1
"2.2. ОБЩАЯ СТОИМОСТЬ КОНТРАКТА СОСТАВЛЯЕТ (СУММА, ВАЛЮТА) И ВКЛЮЧАЕТ В СЕБЯ:",1
"3. DELIVERY TIME",1
"3.2. ДОСРОЧНАЯ ПОСТАВКА РАЗРЕШАЕТСЯ.",1
"4.2. КАЧЕСТВО ТОВАРА БУДЕТ ПОДТВЕРЖДАТЬСЯ СЕРТИФИКАТОМ КАЧЕСТВА.",1
"5.1. ОПЛАТА ЗА ТОВАР ДОЛЖНА БЫТЬ ОСУЩЕСТВЛЕНА ПОКУПАТЕЛЕМ ПОСЛЕ ПОСТАНОВКИ НА УЧЕТ НАСТОЯЩЕГО КОНТРАКТА В УПОЛНОМОЧЕННЫХ ОРГАНАХ РЕСПУБЛИКИ УЗБЕКИСТАН В УСТАНОВЛЕННОМ ПОРЯДКЕ И В СООТВЕТСТВИИ С ИЗЛОЖЕННЫМИ НИЖЕ УСЛОВИЯМИ ОПЛАТЫ:",1
"7. PACKING AND MARKING: / 7. УПАКОВКА И МАРКИРОВКА:",1
"8. SHIPPING INSTRUCTIONS AND NOTIFICATION: / 8. ПОРЯДОК ОТГРУЗКИ И УВЕДОМЛЕНИЯ:",1
"8.2. ПРОДАВЕЦ ОБЯЗАН ИЗВЕСТИТЬ ПОКУПАТЕЛЯ ЭЛЕКТРОННОЙ ПОЧТОЙ О ГОТОВНОСТИ ТОВАРА К ОТГРУЗКЕ ЗА 3 ДНЯ ДО ОТГРУЗКИ И ПРЕДОСТАВИТЬ ПРОЕКТЫ НИЖЕСЛЕДУЮЩИХ ДОКУМЕНТОВ ДЛЯ СОГЛАСОВАНИЯ:",1
"8.3. ПРОДАВЕЦ, В ТЕЧЕНИЕ 2 РАБОЧИХ ДНЕЙ ПОСЛЕ ОТГРУЗКИ ТОВАРА ПОКУПАТЕЛЮ, ДОЛЖЕН ОТПРАВИТЬ ПОКУПАТЕЛЮ ПОСРЕДСТВОМ ЭЛЕКТРОННОЙ ПОЧТЫ В PDF ФОРМАТЕ СЛЕДУЮЩИЕ ДОКУМЕНТЫ:",1
"8.4. ВМЕСТЕ С ТОВАРОМ ОТПРАВЛЯЮТСЯ СЛЕДУЮЩИЕ ОТГРУЗОЧНЫЕ ДОКУМЕНТЫ:",1
"9.1. РЕКЛАМАЦИИ МОГУТ БЫТЬ ЗАЯВЛЕНЫ ПОКУПАТЕЛЕМ В ОТНОШЕНИИ КОЛИЧЕСТВА И/ИЛИ КОМПЛЕКТНОСТИ ТОВАРА В СЛУЧАЕ НЕ СООТВЕТСТВИЯ ЕГО КОЛИЧЕСТВУ, ОГОВОРЕННОМУ В НАСТОЯЩЕМ КОНТРАКТЕ.",1
"9.6. ОТГРУЗКА НЕДОПОСТАВЛЕННОГО ТОВАРА ПРОИЗВОДИТСЯ ЗА СЧЕТ ПРОДАВЦА.",1
"10. FORCE MAJEURE: / 10. ФОРС МАЖОР:",1
"10.1. НИ ОДНА ИЗ СТОРОН НЕ БУДЕТ НЕСТИ ОТВЕТСТВЕННОСТИ ЗА ПОЛНОЕ ИЛИ ЧАСТИЧНОЕ НЕИСПОЛНЕНИЕ ОДНОЙ ИЗ СВОИХ ОБЯЗАННОСТЕЙ, ЕСЛИ НЕИСПОЛНЕНИЕ БУДЕТ ЯВЛЯТЬСЯ СЛЕДСТВИЕМ ТАКИХ ОБСТОЯТЕЛЬСТВ, КАК НАВОДНЕНИЕ, ПОЖАР, ЗЕМЛЕТРЯСЕНИЕ И ДРУГИЕ СТИХИЙНЫЕ БЕДСТВИЯ, А ТАКЖЕ ВОЙНА ИЛИ ДРУГИЕ ВОЕННЫЕ ДЕЙСТВИЯ, ПРАВИТЕЛЬСТВЕННЫЕ ПОСТАНОВЛЕНИЯ, СЛУЧИВШИЕСЯ НА МАРШРУТЕ ДО КОНЕЧНОГО МЕСТА НАЗНАЧЕНИЯ ВОЗНИКШИХ ПОСЛЕ ЗАКЛЮЧЕНИЯ КОНТРАКТА.",1
"10.5. ФАКТЫ, ИЗЛОЖЕННЫЕ В УВЕДОМЛЕНИИ, ДОЛЖНЫ БЫТЬ ПОДТВЕРЖДЕНЫ УПОЛНОМОЧЕННЫМ ОРГАНОМ ИЛИ ОРГАНИЗАЦИЕЙ СООТВЕТСТВУЮЩЕЙ СТРАНЫ, ГДЕ ДАННЫЙ ФОРС-МАЖОР ИМЕЛ МЕСТО.",1
"11. ARBITRATION / 11. АРБИТРАЖ",1
"11.4. РЕШЕНИЕ АРБИТРАЖНОГО СУДА БУДЕТ ОКОНЧАТЕЛЬНЫМ И ОБЯЗАТЕЛЬНЫМ ДЛЯ ОБЕИХ СТОРОН.",1
"12.2. В СЛУЧАЕ ОБНАРУЖЕНИЯ ПРИ ПРИЁМКЕ ТОВАРА ПО КОЛИЧЕСТВУ И/ИЛИ КОМПЛЕКТНОСТИ НЕДОСТАЧИ ИЛИ УТЕРИ ТОВАРА, ПОКУПАТЕЛЬ ОБЯЗАН, В ТЕЧЕНИИ 48 ЧАСОВ СОСТАВИТЬ АКТ В ДВУХ ЭКЗЕМПЛЯРАХ, ДЕТАЛЬНО УКАЗЫВАЮЩИЙ НЕДОСТАЧУ ИЛИ УТЕРЮ ТОВАРА И ПРЕДСТАВИТЬ ПРОДАВЦУ РЕКЛАМАЦИЮ.",1
"13. WARRANTY / 13. ГАРАНТИИ:",1
